FID,SCD,STR_NAME,BEZLISTE
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9f9,21684,Schubert-Brunnen,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9fa,21685,Schutzengel-Brunnen,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9fb,21660,Gänsemädchenbrunnen,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9fc,21661,Tiertränkebrunnen,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9fd,21662,Hygiea-Brunnen,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9fe,21663,Isisbrunnen,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_9ff,21664,Brunnen am Kutschkermarkt,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a00,21665,Brunnen am Kutschkermarkt,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a01,21666,Brunnen am Leopoldsberg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a02,21667,Karl-Borromäus-Brunnen,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a03,21668,Kastalia-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a04,21669,Loiblbrunnen,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a05,21670,Magna-Mater-Brunnen,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a06,21671,Margareten-Brunnen,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a07,21672,Matteotti-Brunnen,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a08,21673,Minervabrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a09,21646,Befreiung der Quelle-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0a,21647,Donauweibchen-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0b,21648,Labetrunk-Brunnen,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0c,21649,Sebastian-Kneipp-Brunnen,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0d,21650,Witwe-von-Sarepta-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0e,21651,Arthaber-Brunnen,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a0f,21652,Augustin-Brunnen,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a10,21653,Delphinbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a11,21654,Heinrich-Jasomirgott-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a12,21655,Donaunixen-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a13,21656,Isterbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a14,21657,Hannaken-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a15,21658,Marokkaner-Brunnen,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a16,21659,Jung-Brunnen,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a17,21630,Andromedarbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a18,21631,Bellonabrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a19,21632,Vermählungsbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1a,21633,Austriabrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1b,21634,Tuchmacher-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1c,21635,Josefsbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1d,21636,Leopoldsbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1e,21637,Die Macht zu Lande-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a1f,21638,Die Macht zu See-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a20,21639,Volksgartenbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a21,21640,Triton-und Nymphe-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a22,21641,Providentia-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a23,21645,Mosesbrunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a24,21643,Danubius-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a25,21644,Opern-Brunnen,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a26,21047,Norbert-Scheed-Wald,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a27,21048,Objekt 19,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a28,21629,Alszauber-Brunnen,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a29,05930,Czeikestraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2a,05931,Margareta-Heinrich-Weg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2b,06747,Brigitte-Neumeister-Platz,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2c,06981,Anny-Angel-Katan-Weg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2d,21049,Zentralfriedhof Bestattungsmuseum,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2e,20898,Gartenanlage Wickenburggasse,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a2f,21579,Simon-Bolivar-Denkmal,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a30,21580,Paracelsus-Denkmal,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a31,21581,Ernesto-Che-Guevara-Denkmal,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a32,21570,Johann-Markus-Freiherr-von-Ehrenfels-Denkmal,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a33,21571,Meidlinger Künstler-Denkmal,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a34,21572,Josef-Maurer-Denkmal,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a35,14352,Hans-Werndl-Hof,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a36,00807,Dennweg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a37,01764,Halteraugasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a38,03474,Obkirchergasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a39,01120,Eyblergasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3a,01341,Fröschelgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3b,05695,Am Brigittenauer Sporn,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3c,05697,Pschorngasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3d,05344,Winkeläckerstraße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3e,04235,Schichtweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a3f,09687,Südmährenplatz,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a40,02746,Lamarckgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a41,09122,In den kurzen Wiesthalen,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a42,01516,Glockenblumengasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a43,01147,Favoritenstraße,4|10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a44,04137,Samhaberplatz,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a45,00196,Anemonenweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a46,02807,Lebereckstraße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a47,05379,Wolfsaugasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a48,02754,Landgutgasse,5|10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a49,05158,Wallgasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4a,10050,Kleine Marxerbrücke,1|3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4b,02539,Kobelgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4c,05884,Santifallerstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4d,06286,Alfred-Pischof-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4e,00262,Artariastraße,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a4f,04260,Schindlergasse,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a50,01056,Endlichergasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a51,04593,Spalowskygasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a52,00717,Clusiusgasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a53,03319,Munchplatz,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a54,03985,Römersthalgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a55,04546,Singrienergasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a56,10049,Peutlmühlensteg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a57,02715,Kupetzkygasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a58,12001,Fritz-Feigl-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a59,06042,Fliederweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5a,09624,1.Molostraße,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5b,01265,Franz-Heider-Gasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5c,00375,Bauernweg,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5d,00514,Bobiesgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5e,09052,Scheffeneggergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a5f,09238,Gabriele-Proft-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a60,05429,Zeisigweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a61,00971,Edelweißweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a62,05887,Kurt-Absolon-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a63,01360,Füsterweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a64,06282,Jakob-Bindel-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a65,00305,Auhirschenweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a66,06241,Franz-Fellner-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a67,00742,Cranachstraße,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a68,02874,Leydoltgasse,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a69,05188,Webgasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6a,04578,Sonnenuhrgasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6b,04160,St.-Ulrichs-Platz,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6c,03826,Radingerstraße,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6d,01927,Hermann-Greulich-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6e,04810,Süßenbrunner Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a6f,09210,Rothergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a70,00462,Bienefeldgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a71,00779,Danzergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a72,06585,Gertrude-Wondrack-Platz,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a73,03144,Maygasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a74,01167,Felsgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a75,00166,An den alten Schanzen,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a76,04228,Scherlandgasse,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a77,10633,Knoten Nußdorf,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a78,01503,Giseviusgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a79,04856,Terzaghigasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7a,00708,Chvostekgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7b,09576,Ferdinand-Käs-Gasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7c,05297,Wieselweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7d,01635,Große Stadtgutgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7e,05499,Zwölfergasse,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a7f,02298,Kaasgrabengasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a80,02328,Kallinagasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a81,10104,Steg Rudolf Waisenhorngasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a82,09666,Rudolf-Schön-Weg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a83,00849,Doeltergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a84,01220,Fliegerweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a85,04539,Simonsgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a86,10361,Jedleseer Steg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a87,03077,Maria-Theresien-Straße,1|9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a88,05312,Wildauergasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a89,02426,Kempfengerngasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8a,00689,Cervantesgasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8b,03412,Nikischgasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8c,04610,Sperrgasse,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8d,02284,Julius-Meinl-Gasse,16|17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8e,02574,Kollburggasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a8f,02969,Lorenz-Stein-Straße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a90,09494,Winkeläckerweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a91,03220,Minzengasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a92,02779,Larwingasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a93,03873,Rautenweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a94,00069,Allerheiligengasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a95,02355,Kardinal-Nagl-Platz,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a96,04325,Schönbrunner Graben,17|18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a97,01936,Hernalser Hauptstraße,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a98,03869,Rauhensteingasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a99,06107,Karl-Schäfer-Straße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9a,03324,Murmanngasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9b,05724,Gegenbauerweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9c,03637,Petrus-Klotz-Gasse,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9d,12116,Carl-Schlechter-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9e,01172,Ferdinand-Frey-Weg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_a9f,01108,Eßlinger Hauptstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa0,04823,Taglieberstraße,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa1,09949,Floristenweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa2,03084,Marilaungasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa3,02863,Lerchenfelder Straße,7|8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa4,10340,Durchlaß Praterstern,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa5,12297,Gilberto-Bosques-Promenade,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa6,00503,Blümelhubergasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa7,05502,Zwölfpfenniggasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa8,01471,Gerstnerstraße,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aa9,00866,Dr.-Josef-Resch-Platz,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aaa,03020,Magdalenenstraße,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aab,03544,Pachmayergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aac,04323,Schönborngasse,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aad,02840,Leitgebgasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aae,04149,Sanettystraße,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aaf,03908,Reischachstraße,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab0,06397,Erzherzog-Johann-Platz,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab1,04007,Romichgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab2,04392,Schulzgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab3,03804,Putzendoplergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab4,16568,KLG Willendorf,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab5,16571,KLG Am Hörndlwald,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab6,16574,KLG Schafberg Süd,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab7,16581,KLG Hackenberg Gräf und Stift,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab8,16584,KLG Petzgrund,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ab9,16588,KLG Sonnheim Eigengründe,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aba,04324,Schönbrunner Allee,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_abb,09956,Schrottenbachgasse,18|19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_abc,09950,Lohsinggasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_abd,10833,Japanischer Steg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_abe,10834,Pagodensteg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_abf,10838,Unterführung Hirschstettner Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac0,10840,Gewerbeparkbrücke,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac1,12393,Stiege Pokornygasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac2,12397,Stiege Professor-Jodl-Hof,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac3,02341,Kandlgasse,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac4,05394,Würtzlerstraße,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac5,16527,KLG Russwasser,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac6,10460,Mannswörther Tunnel,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac7,16530,KLG ÖBB Süssenbrunn 2079 (Nord-Schleife),22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac8,16534,KLG Thujasee,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ac9,16537,KLG Klebindergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aca,15092,Dornbach,16|17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_acb,02752,Landaugasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_acc,00218,Anton-Freunschlag-Gasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_acd,01204,Filmteichstraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ace,10076,Brücke Leopoldsdorfer Straße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_acf,05383,Wolkersbergenstraße,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad0,02719,Kurzbauergasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad1,10188,St.-Georg-Brücke,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad2,05367,Wöhlergasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad3,03846,Ramwiesenweg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad4,01822,Hasensteig,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad5,03162,Meiselstraße,14|15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad6,02410,Kauerhof,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad7,03480,Odoakergasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad8,10025,Badhaussteg,13|14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ad9,12251,Peschkaweg,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ada,03069,Margetinstraße,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_adb,03140,Max-Winter-Platz,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_adc,05357,Wittelsbachstraße,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_add,03776,Prochstraße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ade,03786,Proschkogasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_adf,06442,Anton-von-Webern-Platz,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae0,01049,Emil-Behring-Weg,12|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae1,01670,Gumpendorfer Straße,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae2,03304,Mühlwasserpromenade,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae3,00304,August-Reuss-Gasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae4,00491,Blaasstraße,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae5,00437,Bernatzikgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae6,71801,KG Atzgersdorf,12|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae7,71803,KG Inzersdorf,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae8,71805,KG Liesing,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_ae9,71807,KG Rodaun,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aea,90565,Bahnhof Donauuferbahn,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aeb,22204,Sportplatz Augarten Jahnwiese,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aec,18024,Antonshöhe,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aed,18027,Auer Wiese,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aee,18028,Bahnwächterhaus,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_aef,18030,Freudenau,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af0,18032,Bahnwächterhaus,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af1,10774,Verlängerung Döblinger Steg rechtes Ufer,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af2,10776,Verlängerung Döblinger Steg linkes Ufer,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af3,10708,Kaskadensteg 1,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af4,10711,Kaskadensteg 4,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af5,10600,Knoten Nußdorf Tragwerk 6,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af6,15035,Krebsenwasser,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af7,15037,Lackenbach,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af8,12354,Verbindungsweg,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_af9,12408,Fußweg Nußdorfer Brücke,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_afa,12412,Wilhelm-Karczag-Weg,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_afb,08202,B227 - Abfahrt Klosterneuburg Stadtauswärts,19|20
