FID,SCD,STR_NAME,BEZLISTE
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e27,10079,Johann-Friedl-Steg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e26,01863,Hedwiggasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e25,05496,Zwillinggasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e24,03651,Pfarrhofgasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e23,03737,Postgasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e22,01897,Heldenplatz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e21,03295,Mühlfeldgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e20,03107,Maßholdergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1f,02033,Hofherrgasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1e,10419,Nordbergbrücke,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1d,03676,Pichelmayergasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1c,18497,IZD Tower,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1b,90712,Franz-Josefs-Bahn,9|19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e1a,90713,Aspangbahn,3|10|11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e19,90714,Pottendorfer Linie,12|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e18,14331,Franz-Koch-Hof,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e17,14342,Alice-und-Heinrich-Scheuer-Hof,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e16,15012,Alsbach,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e15,18097,Herbeckhöhe,17|18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e14,20142,Christine-Busta-Park,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e13,20153,Bacherpark,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e12,20162,Saarpark,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e11,02714,Kupelwiesergasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e10,02949,Löwenburggasse,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0f,03800,Pupovacweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0e,16579,KLG An den alten Schanzen,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0d,04714,Sterngasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0c,03355,Neilreichgasse,10|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0b,16580,KLG Schafbergsiedlung (Gr.E2),17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e0a,16145,KLG Kolbeterberg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e09,16148,KLG Kulturfreunde 16,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e08,16487,KLG ÖBB Wien-Nordwest 2062,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e07,16489,KLG Hietzing (Gr.Adolfstor),13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e06,14115,Marianne-und-Oskar-Pollak-Hof,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e05,14117,Matteottihof,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e04,14121,Novyhof,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e03,14122,Otto-Haas-Hof,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e02,01092,Erndtgasse,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e01,05007,Underreingasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-e00,01883,Heindlgasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dff,14060,Fuchsenfeldhof,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dfe,14061,Furtmüllerhof,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dfd,16590,KLG Am Stadlweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dfc,16496,KLG Loudonstrasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dfb,16562,KLG Am Graedenerweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dfa,16585,SDL Dirnelwiese,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df9,14050,Franz-Domes-Hof,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df8,17018,Naschmarkt,4|5|6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df7,01152,Feistmantelstraße,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df6,01625,Große Mohrengasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df5,00009,Abtsbergengasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df4,04779,Stroheckgasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df3,03502,Olmagasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df2,20046,Kongreßpark,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df1,20048,Märzpark,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-df0,02906,Lilienthalgasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-def,00470,Birnersteig,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dee,04253,Schillgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-ded,10037,Stiegerbrücke,12|15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dec,02668,Kroneggergasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-deb,02642,Krehangasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dea,01156,Felbigergasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de9,20037,Hirschstettner Aupark,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de8,20040,Hyblerpark,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de7,20042,Joseph-Kainz-Park,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de6,20045,Klieberpark,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de5,04663,Starkfriedgasse,18|19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de4,04943,Trazerberggasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de3,01976,Himmelpfortgasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de2,20262,H.-C.-Artmann-Park,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de1,20265,Gustav-Zelibor-Park,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-de0,20268,Kirschblütenpark,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-ddf,20273,Therese-Sip-Park,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dde,20277,Seeschlachtpark,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-ddd,01222,Floragasse,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-ddc,04268,Schlagergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-ddb,20219,Helma-Pavlis-Park,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dda,20223,Franz-Schmidt-Park,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd9,20230,Barankapark-Hellerwiese,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd8,20233,Brehmpark,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd7,20234,Parkanlage Wallensteinstraße,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd6,20238,Rosa-Mayreder-Park,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd5,05635,Distelweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd4,06587,Helene-Potetz-Weg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd3,02016,Höhenweg,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd2,10835,Unterfahrung Gürtelbrücke,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd1,10837,Unterführung Breitenleer Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dd0,10839,Brücke über das Gleisdreieck,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dcf,10845,Schleusenbrücke Wehr 2,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dce,18019,Am Steinhof,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dcd,12431,Fußweg Traisengasse,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dcc,12471,Durchgang Bäckerstraße,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dcb,12487,Billerstiege,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dca,16321,SDL Wartenslebengasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc9,19013,Friedhof Hadersdorf-Weidlingau,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc8,03674,Piangasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc7,06134,Josef-Uridil-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc6,01093,Ernst-Bergmann-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc5,02039,Hofmühlgasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc4,01323,Friedrich-Manhart-Straße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc3,10123,Brücke Neilreichgasse,10|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc2,04400,Schußlinie,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc1,05751,Alfred-Kubin-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dc0,04313,Schnirchgasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dbf,04727,Stinglgasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dbe,03803,Puschkingasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dbd,01606,Griegstraße,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dbc,01702,Habsburgergasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dbb,04098,Rußweg,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dba,20298,Otto-Affenzeller-Park,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db9,20253,Setagayapark,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db8,20256,Teresa-Tauscher-Park,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db7,20260,Karl-Terkal-Park,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db6,16437,KLG Hentzigasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db5,16450,SDL Magdeburg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db4,16454,KLG Hausfeld,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db3,16455,KLG Seerose,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db2,10307,Unterführung Wachthausgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db1,10310,Unterfahrung Matzleinsdorfer Platz,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-db0,10315,Passage Laurenzgasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-daf,10320,Passage Triester Straße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dae,04305,Schmiedeckgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dad,06091,Rosenhang,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dac,10236,Kalksburger Steg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-dab,10241,Steg Rodaun,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-daa,10264,Rodaun Aumühle-Steg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da9,10271,Personentunnel Erzherzog-Karl-Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da8,10282,Albertinapassage,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da7,10298,Kärntnertorpassage,1|4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da6,10304,Passage Südtiroler Platz Hauptbahnhof,4|10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da5,06267,Rudolf-Hausner-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da4,05343,Windtenstraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da3,05039,Valentingasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da2,02309,Kagraner Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da1,02150,Innstraße,2|20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-da0,02862,Lerchenfelder Gürtel,7|8|16|17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9f,16526,KLG ÖBB Inzersdorf 2047,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9e,18424,Kuchelauer Hafendamm,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9d,18411,Schloß Belvedere,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9c,10661,Brücke Winkeläckerweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9b,10663,Brücke Strebersdorfer Straße,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d9a,10664,Brücke Lieleggweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d99,18391,Parkplatz Kurbadstraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d98,16601,KLG Eigengründe nördlich am Petzgrund,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d97,16700,KLG Franz Siller,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d96,16701,KLG An der Rosiwalgasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d95,00919,Drahtgasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d94,02550,Köllnerhofgasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d93,01978,Himmelstraße,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d92,04312,Schneiderhangasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d91,01455,Gerbergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d90,01872,Heidestraße,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8f,09580,Hanns-Reimann-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8e,05135,Waldaugasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8d,19037,Friedhof Stadlau,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8c,19040,Friedhof Südwest,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8b,19041,Zentralfriedhof,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d8a,19047,Friedhof Breitenlee,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d89,19051,Neuer Israelitischer Friedhof,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d88,19054,Friedhof Leopoldau,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d87,19057,Friedhof Siebenhirten,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d86,20003,Arenbergpark,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d85,20006,Augarten,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d84,02901,Liesneckgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d83,10328,Unterführung Praterstern-Hauptallee,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d82,02868,Lessinggasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d81,06266,Hermann-Gebauer-Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d80,03512,Orchideenweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7f,02864,Lerchengasse,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7e,02388,Karl-von-Böhmerle-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7d,10668,Feldwegbrücke über den Marchfeldkanal,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7c,14172,Wagner-Jauregg-Hof,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7b,14185,Karl-Kysela-Hof,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d7a,18157,Krieau,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d79,18167,Große Schottenwiese,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d78,15080,Wurzbach,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d77,15089,Kolbeterberggraben,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d76,02203,Jesuitensteig,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d75,10206,Krottenhofbrücke,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d74,02582,Kolonitzplatz,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d73,00816,Devrientgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d72,10216,Nordwestbahnbrücke,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d71,09431,Franz-Schuster-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d70,05408,Zachgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6f,03414,Nikolaigasse,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6e,10246,Sonnbergbrücke,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6d,00941,Dückegasse,21|22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6c,01556,Gotramgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6b,04789,Studenygasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d6a,03528,Oswaldgasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d69,05340,Windmühlgasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d68,06346,Krakauer Straße,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d67,06539,Hannes-Lintl-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d66,06871,Eva-Popper-Weg,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d65,10725,Gütenbachgewölbe,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d64,16045,KLG Donaufelder Kleingärten,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d63,18300,Eßlinger Gartensiedlung,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d62,18306,Sulzwiese-Kahlenberg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d61,18309,Todtenwiese,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d60,18426,Dragonerhäufel,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5f,18429,"Camping Neue Donau ""Action & Fun""",22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5e,18431,Am Himmelhof,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5d,18433,Kraftwerk Freudenau,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5c,18434,August-Motz-Rettungsstation,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5b,03297,Mühlgrundgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d5a,04641,Springsiedelgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d59,02459,Kinskygasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d58,02970,Lorenz-Weiß-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d57,02476,Klabundgasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d56,00852,Dr.-Albert-Geßmann-Gasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d55,16507,KLG Strandkolonie,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d54,16519,KLG Laaerwald (Gr.Ferstl),10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d53,10435,Nordbahnbrücke,20|21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d52,04558,Smolagasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d51,03994,Rohrergasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d50,01765,Halterlacken,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4f,00713,Clemens-Hofbauer-Platz,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4e,00146,Amongasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4d,05891,Am Weingebirg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4c,04157,St.-Michael-Gasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4b,02158,Isbarygasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d4a,04331,Schönthalergasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d49,02914,Linienamtsgasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d48,04548,Siriusweg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d47,04634,Sporckplatz,14|15|16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d46,04079,Rückertgasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d45,18223,Mühlgründel,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d44,18247,Praterufer,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d43,18257,Rohrwand,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d42,18327,Wienerberg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d41,18336,Zur alten Felber,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d40,10073,Pilgrambrücke,5|6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3f,03312,Münzgasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3e,04132,Salzgries,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3d,20236,Esperantopark,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3c,05306,Wiethestraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3b,03964,Rittergasse,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d3a,01470,Gerstmayerweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d39,00438,Bernhard-Billes-Gasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d38,10355,Äugelbrücke,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d37,10370,Brigittenauer Steg,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d36,10380,Leopoldauer Tunnel,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d35,10381,Gartensteg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d34,03483,Oellacherweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d33,04300,Schmelzgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d32,01718,Hägelingasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d31,10226,Mühlwasserbrücke,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d30,05876,Engelhorngasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2f,22027,Krapfenwaldlbad,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2e,01074,Erbacherweg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2d,03922,Rennbahnstraße,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2c,10229,Kaisermühlenstraßenbrücke,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2b,00425,Mastnygasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d2a,02699,Kugelmanngasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d29,02663,Krobothgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d28,01098,Erzbischofgasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_-d27,01517,Glockengasse,2
